index,deforestation_class,vh_dB,vv_dB
2169181,1.0,-18.719067,-13.365566
1259659,2.0,-12.676486,-7.374529
3686429,1.0,-15.013899,-12.157697
1065987,1.0,-16.816767,-11.558332
1607603,2.0,-16.059187,-10.841631
3712812,2.0,-16.012377,-8.429102
2130335,1.0,-23.482744,-12.411738
2100003,1.0,-13.751816,-6.2397475
159326,1.0,-21.109306,-15.3478985
980534,1.0,-20.049124,-12.473396
2463082,1.0,-19.183784,-12.072493
3160884,2.0,-16.012718,-6.8734984
1545224,1.0,-14.602242,-10.076512
1974980,2.0,-13.280016,-8.021664
773747,1.0,-22.756004,-19.063395
3622225,1.0,-15.656427,-8.323935
2540685,2.0,-15.764979,-18.174234
276394,1.0,-21.885395,-13.627102
1487369,2.0,-15.375928,-9.051975
2865005,2.0,-15.955217,-10.778933
845173,2.0,-16.088337,-14.410589
2746035,2.0,-17.249327,-12.8217325
2865707,2.0,-12.486707,-8.915161
3103082,2.0,-13.502115,-7.2316623
3435022,2.0,-13.709009,-8.351089
216760,2.0,-13.530158,-10.058344
2210102,2.0,-12.766432,-11.61847
2746272,2.0,-11.4205265,-7.0491514
199096,2.0,-12.750875,-8.65498
614054,1.0,-16.40183,-11.847233
255473,2.0,-13.0549345,-9.420463
2171273,1.0,-25.445557,-16.869732
1205934,1.0,-15.604197,-10.647826
3581794,2.0,-13.510176,-7.396939
98190,1.0,-22.462292,-14.352841
431817,2.0,-15.447373,-10.2216015
2542262,2.0,-13.030708,-5.6209354
760738,1.0,-18.2705,-10.259233
2928186,2.0,-16.496637,-12.183485
1593686,2.0,-16.524364,-10.781306
241187,1.0,-18.869892,-11.097906
1000112,2.0,-14.447054,-7.069776
134279,2.0,-14.210187,-9.34609
2028585,1.0,-14.962671,-13.090555
3231819,2.0,-17.220095,-11.560773
3409088,1.0,-15.555772,-11.295256
2554708,2.0,-14.441396,-11.177998
3580370,1.0,-15.307676,-12.551498
1211634,2.0,-19.011276,-12.731602
1655185,2.0,-17.707273,-11.980223
536100,2.0,-16.486547,-8.951191
2713051,2.0,-12.075824,-12.142679
176113,1.0,-16.850367,-9.524497
1346598,2.0,-17.552744,-14.129983
375090,2.0,-15.576208,-8.038213
3244385,2.0,-15.047627,-13.162935
1541435,1.0,-19.255756,-14.322784
3306258,2.0,-15.356721,-12.822214
1103971,2.0,-15.794467,-12.591381
1637724,2.0,-15.65672,-9.468805
2218489,2.0,-13.931503,-10.24016
3353555,2.0,-17.86118,-11.567232
2063584,1.0,-22.170286,-17.811943
3399368,1.0,-16.119854,-9.385901
140916,1.0,-14.820219,-12.23466
2375955,2.0,-12.599413,-12.43207
2520579,2.0,-16.816196,-14.402658
3076046,2.0,-14.433939,-10.825206
1834014,1.0,-18.311935,-12.623539
1723457,2.0,-16.843279,-10.84664
3307772,2.0,-17.374275,-6.8777895
2901841,2.0,-16.295492,-7.135764
1980164,1.0,-18.257221,-16.03883
3697580,1.0,-14.733206,-14.910328
1876624,2.0,-15.146222,-10.4331875
3393312,2.0,-12.812527,-10.513987
2310057,2.0,-16.152906,-12.367612
91403,1.0,-22.639189,-15.356584
1425307,2.0,-14.315291,-12.405086
1975009,2.0,-16.158125,-12.013508
3264767,2.0,-11.650944,-10.223559
3738900,2.0,-14.717959,-9.920934
822678,2.0,-13.724365,-10.101564
2933108,2.0,-12.439583,-7.870387
3598120,2.0,-13.57504,-8.650766
2424380,2.0,-14.255325,-10.153703
650721,1.0,-20.696688,-13.201781
2156459,1.0,-21.43859,-11.043766
1813315,1.0,-23.420296,-10.954891
1141974,2.0,-13.413597,-9.082934
1133493,2.0,-14.046926,-7.8551683
1647802,2.0,-15.26752,-9.251751
549789,2.0,-12.450243,-11.364121
650687,2.0,-15.893698,-10.245445
1811687,1.0,-24.381884,-17.86659
334379,2.0,-19.143265,-15.996247
481808,2.0,-15.275193,-8.679486
2754812,1.0,-15.011929,-9.693645
3443502,2.0,-15.99407,-9.715625
1348991,1.0,-14.378127,-5.254125
3013839,2.0,-14.586879,-10.350895
360744,2.0,-18.579351,-13.920618
3621534,1.0,-18.771976,-7.538354
2167736,2.0,-16.603134,-9.344148
248098,1.0,-16.78841,-9.445511
3207829,1.0,-16.964102,-14.767131
1381506,1.0,-17.978466,-13.282223
83326,1.0,-21.770657,-14.804873
1083502,2.0,-15.995608,-10.797683
1396769,2.0,-13.431686,-8.953341
1176999,1.0,-18.510338,-15.304251
2347891,1.0,-17.840809,-13.848496
2718698,2.0,-14.544965,-9.927948
1774513,1.0,-16.747124,-11.725719
1789340,1.0,-16.053627,-5.39041
1058768,2.0,-14.789404,-10.968159
2961740,2.0,-18.787058,-12.342718
3137519,2.0,-14.39762,-11.293783
2045175,1.0,-17.768896,-17.817432
2488798,2.0,-13.451921,-9.623186
3330661,2.0,-17.191433,-10.973753
1578281,1.0,-16.620434,-15.053734
761207,2.0,-14.484715,-9.759647
606723,1.0,-18.709097,-9.915441
3300188,2.0,-12.883157,-11.376286
33371,2.0,-17.082712,-10.963314
3430314,2.0,-15.30851,-10.03172
1467205,2.0,-11.240169,-11.124877
1930702,1.0,-22.428288,-14.092217
1682197,2.0,-12.32978,-6.523967
1869137,1.0,-20.873074,-13.8841915
3227284,2.0,-18.906136,-7.267108
467664,2.0,-15.9507265,-10.991606
3504926,2.0,-15.57128,-12.271551
1882387,2.0,-20.375708,-12.287685
2933722,1.0,-16.888197,-11.115092
1885814,2.0,-19.85624,-16.63244
1909697,2.0,-16.291729,-10.781259
2522888,2.0,-11.493258,-8.127984
3660926,2.0,-14.393817,-9.579903
269096,1.0,-17.909382,-13.307601
182936,1.0,-18.970377,-10.450357
2596961,1.0,-20.367378,-14.852896
154426,1.0,-12.789521,-8.797783
1957440,2.0,-15.457959,-11.309037
3203578,2.0,-16.663288,-11.303675
86888,1.0,-20.833656,-15.664953
611122,2.0,-15.953088,-8.97105
3736570,1.0,-13.636747,-10.808044
2303182,1.0,-16.85176,-9.213821
2840420,2.0,-18.548904,-11.026884
2121096,1.0,-20.697344,-13.594055
446419,2.0,-16.808163,-12.860365
2115515,1.0,-21.213413,-16.307905
272717,1.0,-22.27007,-17.671118
1426237,1.0,-17.115955,-12.17671
1074672,2.0,-15.373677,-10.894765
3356930,2.0,-15.724588,-13.015402
172171,2.0,-19.11764,-11.75559
1604690,1.0,-18.091022,-16.723856
1948806,1.0,-24.703207,-16.25995
1790589,2.0,-14.960937,-10.043432
1917912,1.0,-19.105024,-10.952792
3447754,1.0,-17.889454,-10.549585
1461519,1.0,-15.16694,-11.666261
1674939,1.0,-21.91469,-12.351124
3549946,1.0,-17.841911,-12.728206
90218,1.0,-16.992228,-10.737228
551461,2.0,-12.524212,-7.1926413
3678126,2.0,-12.982139,-10.85965
1183940,2.0,-13.115678,-11.765529
248137,2.0,-12.43185,-9.638367
1143577,2.0,-16.090143,-9.172958
198709,1.0,-16.784939,-11.591072
1834991,1.0,-20.374105,-13.68739
2758784,2.0,-11.932571,-13.29402
230579,2.0,-14.688227,-10.613183
2837000,1.0,-17.49686,-10.087156
1679301,1.0,-17.516048,-12.581119
2856670,2.0,-15.69213,-9.128658
2463600,2.0,-15.852332,-11.000186
3281771,2.0,-16.644632,-7.372453
3110165,2.0,-18.547039,-12.107819
3317602,1.0,-17.697187,-10.419401
3278773,2.0,-15.355001,-10.304712
2312494,1.0,-18.472202,-14.746351
2093914,2.0,-11.627799,-6.635809
176121,1.0,-22.181137,-15.122219
3271137,2.0,-22.478634,-12.730708
82464,2.0,-12.76256,-7.777376
2260315,1.0,-15.359508,-17.723146
567778,2.0,-15.114378,-10.929501
3321819,1.0,-16.077555,-9.832256
2438450,1.0,-14.73362,-10.652341
2418218,2.0,-14.355274,-10.934653
85869,1.0,-18.93066,-16.419687
3066608,2.0,-12.824717,-10.392738
166669,1.0,-19.856758,-11.9939995
1913971,2.0,-14.158219,-11.293671
2770645,2.0,-16.28109,-7.5928698
1249401,2.0,-17.791595,-9.224442
459901,2.0,-19.961582,-10.071067
1956173,1.0,-23.925982,-18.003002
2610050,1.0,-19.632126,-14.463181
284201,2.0,-19.341066,-17.36169
1987007,2.0,-14.171665,-9.402522
2431106,1.0,-14.678501,-6.3680363
2827778,1.0,-19.468502,-18.237957
3559366,2.0,-16.7861,-11.235256
3351005,1.0,-19.480068,-12.233935
843226,2.0,-14.488907,-8.044198
2548731,1.0,-16.769583,-10.63465
2551817,2.0,-15.521076,-12.064738
204880,2.0,-12.677576,-7.492628
75669,1.0,-21.811207,-16.243923
3304710,1.0,-21.467855,-17.070038
1483453,2.0,-15.049263,-11.377605
3626487,1.0,-20.013124,-12.342248
120669,1.0,-18.896793,-12.675925
3696756,2.0,-15.34786,-11.566362
2703765,2.0,-17.062847,-13.529181
593968,2.0,-13.958201,-9.005001
185715,2.0,-16.24941,-13.67144
1921716,1.0,-13.734489,-9.087534
512990,2.0,-13.518824,-9.641655
2081984,1.0,-13.208985,-4.061622
2628682,1.0,-19.249176,-14.303934
1628528,1.0,-14.442965,-12.643921
2024670,1.0,-19.055561,-11.318818
218796,1.0,-17.106083,-16.237741
2292014,1.0,-18.37679,-13.0457735
3141168,2.0,-12.0973015,-5.516429
173003,1.0,-17.488253,-13.679446
280463,2.0,-17.680016,-13.142784
438977,2.0,-17.918,-9.080761
1466164,2.0,-18.136356,-10.781132
3680218,1.0,-17.636736,-10.399743
1285468,1.0,-16.17986,-12.551293
1025521,2.0,-11.98908,-14.8486805
2418752,2.0,-19.009182,-15.691209
2910300,1.0,-17.879873,-12.574477
2562201,2.0,-12.793837,-12.465896
333075,2.0,-14.955084,-11.40951
1496833,1.0,-17.740284,-13.444134
1027089,2.0,-16.127602,-10.113617
2853412,2.0,-15.970441,-10.728282
2565481,1.0,-20.842531,-6.9553046
1224597,2.0,-15.49056,-7.9950237
1187794,1.0,-14.944081,-14.258385
2648000,2.0,-13.755587,-7.9844265
3350357,2.0,-17.613995,-10.426685
430606,2.0,-16.156654,-11.296101
864855,2.0,-19.557549,-13.909186
2353301,1.0,-17.856476,-13.197967
1495978,2.0,-16.502989,-8.18664
2969851,2.0,-16.793476,-11.6259365
1269154,2.0,-13.730622,-10.518614
2555111,2.0,-14.324858,-5.660347
2109426,1.0,-19.343369,-8.022676
2308805,1.0,-21.53902,-14.991764
2811005,1.0,-16.635122,-13.448205
2754996,2.0,-16.210958,-14.39986
2077790,1.0,-16.699272,-8.961727
1823012,2.0,-15.858713,-9.190962
1689849,2.0,-15.778241,-10.96202
1435219,2.0,-15.729226,-10.975266
2228293,2.0,-13.818373,-6.5708094
1949447,1.0,-14.951563,-14.819474
1135367,2.0,-14.76692,-11.861276
2119280,1.0,-18.351515,-11.807932
938951,2.0,-12.851768,-8.751826
174560,2.0,-13.49052,-12.955324
1343415,1.0,-19.475418,-11.199959
391985,1.0,-20.98958,-16.717194
2817181,2.0,-17.072262,-13.813824
3312424,1.0,-18.332409,-9.982995
2520477,2.0,-17.498993,-9.705594
1967346,1.0,-24.500349,-15.086732
1892489,1.0,-13.923147,-14.030165
3596313,2.0,-15.037802,-10.077735
1335976,1.0,-18.84559,-8.913028
2888036,2.0,-14.583049,-7.399906
760692,1.0,-20.46584,-11.055556
1883350,1.0,-20.137348,-12.378485
3422508,1.0,-15.332633,-10.533265
1907135,1.0,-21.474682,-17.21315
1348289,2.0,-15.427551,-10.925261
3548256,1.0,-15.322283,-10.105634
1595275,2.0,-11.806065,-9.141477
3388625,1.0,-19.567219,-12.090128
1901349,1.0,-19.04346,-13.344631
2842849,2.0,-15.549734,-9.749311
2053111,1.0,-19.549175,-14.711748
9021,1.0,-18.417265,-12.306534
2823630,1.0,-13.382827,-9.0685215
444114,1.0,-15.077793,-12.585007
437989,2.0,-15.131479,-8.290314
426846,2.0,-20.033987,-12.088163
3064877,2.0,-16.207619,-12.208977
1726017,2.0,-18.616356,-11.301113
3075627,2.0,-11.265711,-10.01405
1086157,2.0,-13.303091,-7.2264123
1976903,1.0,-17.65677,-14.536404
1288850,2.0,-17.73109,-11.487712
1843746,2.0,-15.852938,-11.533785
3212062,2.0,-12.462454,-7.358916
2598918,1.0,-21.701271,-15.085421
639843,2.0,-14.203311,-13.134974
1145989,2.0,-14.4924555,-10.321904
1932433,1.0,-24.921934,-17.336618
1127039,2.0,-14.4425335,-10.523443
214562,2.0,-16.6337,-10.136041
3436760,2.0,-13.674988,-10.175905
2916111,2.0,-19.080318,-13.834586
2082204,1.0,-18.675825,-16.189772
2007541,2.0,-16.848385,-9.008452
1502401,1.0,-16.612938,-12.621478
2861324,2.0,-16.071304,-9.266953
549509,2.0,-14.349783,-6.3776455
375219,1.0,-19.54886,-18.848333
1123128,2.0,-13.765654,-12.061882
2458649,2.0,-18.409956,-11.905011
1548472,1.0,-18.068998,-15.095812
3542041,2.0,-14.874549,-11.970805
1892893,2.0,-16.744465,-12.793047
99997,1.0,-20.039022,-15.569239
956428,2.0,-12.690392,-6.348882
785109,2.0,-14.069056,-10.065798
1247199,2.0,-13.729202,-8.761383
784948,1.0,-22.29416,-13.93434
1961956,1.0,-22.976065,-20.11578
3721963,1.0,-15.680355,-5.372546
2544754,1.0,-20.873268,-16.359423
2941625,2.0,-17.721336,-10.248749
87019,1.0,-24.05095,-14.915843
2551657,2.0,-12.336211,-5.5191927
2154532,1.0,-21.471111,-14.120866
635824,1.0,-21.373074,-13.00556
1557795,1.0,-17.666666,-13.647602
2759188,2.0,-13.881832,-11.29107
1754754,1.0,-14.200334,-9.566115
363102,2.0,-13.878764,-16.051683
2100638,1.0,-19.797003,-17.64668
3709191,2.0,-16.761383,-9.123829
2544104,2.0,-13.666922,-9.680586
884516,2.0,-11.417574,-10.766834
1399721,1.0,-17.20778,-10.232573
1180331,1.0,-18.724361,-15.557136
1015095,2.0,-12.641638,-6.0192623
1352933,2.0,-16.265415,-13.066644
1254754,2.0,-17.526363,-13.89083
3437164,2.0,-14.546996,-8.275625
3564015,2.0,-11.545625,-8.69047
98530,2.0,-18.130642,-14.720756
1783327,2.0,-13.792854,-4.609639
1682267,2.0,-16.329737,-10.238714
3683281,2.0,-16.746271,-9.884165
65914,2.0,-15.810526,-11.776687
1880456,1.0,-19.4298,-10.732376
2991527,1.0,-20.327969,-14.763003
432923,1.0,-19.863947,-11.107653
1847073,1.0,-11.159534,-5.9211564
2166115,2.0,-16.721718,-10.156866
2910228,2.0,-14.456195,-6.668425
2560216,2.0,-17.1311,-9.69478
2427766,2.0,-12.982315,-8.664202
1191133,2.0,-17.19037,-11.265099
3304509,1.0,-15.12703,-15.15682
11008,1.0,-15.26229,-9.157583
2803374,2.0,-17.856586,-13.129175
2696732,2.0,-13.19599,-5.867382
2844818,2.0,-16.356493,-8.867238
566163,2.0,-18.405897,-12.660441
2537417,1.0,-19.528826,-13.390804
273054,2.0,-15.793389,-13.047218
732735,1.0,-16.1112,-14.857245
3843,2.0,-15.286087,-9.936469
2727161,1.0,-17.239628,-9.858323
2834476,2.0,-17.66084,-6.8461366
27707,1.0,-22.607431,-19.492647
818106,1.0,-14.576052,-9.673922
1983878,2.0,-14.353615,-10.085028
3378880,2.0,-16.853746,-12.563751
1312703,2.0,-16.000572,-14.304932
1516353,2.0,-17.536648,-12.049887
1809623,1.0,-18.12265,-14.292919
2838281,2.0,-13.611135,-9.428554
3718500,2.0,-15.638462,-11.715958
2753998,2.0,-15.442829,-9.329559
3023367,1.0,-25.263159,-9.584149
2091274,2.0,-18.079506,-9.551264
2217965,2.0,-17.068638,-13.462221
1130216,2.0,-16.249245,-10.704159
477760,1.0,-18.503271,-12.011255
211534,2.0,-13.545989,-6.639629
719019,2.0,-18.301844,-12.666212
83321,1.0,-19.996658,-16.718357
2851722,2.0,-13.468776,-8.653635
60430,2.0,-14.599533,-11.011171
2745496,1.0,-12.141229,-4.994591
3377509,1.0,-12.31433,-9.493759
1264712,2.0,-14.165688,-13.412496
3386229,2.0,-12.647085,-7.1751804
2139592,1.0,-24.122572,-14.523169
2139438,1.0,-18.89164,-14.086074
716274,1.0,-21.801977,-16.201294
2998197,2.0,-18.69805,-14.713545
2891348,2.0,-13.983455,-11.56939
3374955,2.0,-22.837965,-17.950943
1574969,1.0,-15.250275,-11.422835
1817589,2.0,-11.543765,-7.8721094
2457114,1.0,-12.394385,-5.600405
1731597,1.0,-14.601375,-9.680585
1689826,1.0,-19.454546,-13.860665
3281525,2.0,-15.245081,-9.276207
86477,1.0,-19.871506,-8.047437
1808892,2.0,-16.441332,-10.195159
2655811,2.0,-15.259232,-8.515837
2765986,2.0,-12.153773,-5.9281445
572572,1.0,-23.608732,-20.736362
2370047,1.0,-12.985905,-8.891446
2833536,2.0,-18.110035,-10.729924
831905,2.0,-14.948368,-12.598539
3041974,2.0,-18.562523,-12.623453
3555529,1.0,-18.788464,-11.9321995
2364654,1.0,-19.187065,-10.831877
787340,2.0,-17.514462,-8.351419
3193277,1.0,-14.550976,-11.831552
3499723,1.0,-20.689854,-14.696367
2219369,1.0,-17.856356,-12.955848
3448658,2.0,-16.050377,-12.3553095
823498,2.0,-13.6545105,-9.833113
918458,2.0,-16.270983,-10.661753
1037669,1.0,-16.712496,-12.337123
1968916,2.0,-15.450559,-5.479409
595345,2.0,-14.8385105,-11.967296
2012758,2.0,-15.600196,-8.491205
552507,2.0,-14.989016,-5.94497
2624579,1.0,-15.667105,-9.206774
950326,2.0,-14.898073,-9.3399515
1506740,2.0,-15.531253,-10.376514
28208,1.0,-19.434639,-12.523514
3256285,1.0,-18.415607,-14.788847
1195257,1.0,-17.772337,-16.178463
2111784,1.0,-16.726479,-12.419358
3489215,1.0,-13.234423,-10.632602
2171266,1.0,-23.396233,-14.559661
615643,2.0,-14.492044,-9.380525
15390,2.0,-17.83894,-9.925191
2181759,2.0,-12.376981,-7.8171754
1414426,2.0,-16.935091,-13.498816
292653,1.0,-16.296001,-10.008145
3558995,2.0,-13.764619,-10.6163845
2678443,1.0,-14.185109,-7.2348304
1996503,1.0,-15.673399,-8.968197
2403366,2.0,-18.913477,-10.661415
331302,2.0,-21.158688,-11.256639
2102291,2.0,-13.843121,-7.7430634
1072511,2.0,-17.197912,-11.818172
3544364,1.0,-22.307377,-11.567697
3527662,1.0,-22.58526,-12.035829
2654845,1.0,-22.981918,-16.368908
1975830,2.0,-15.351777,-12.101192
413564,2.0,-12.348108,-5.797646
747206,2.0,-15.3506565,-11.956253
262932,2.0,-15.415984,-11.102627
2953811,2.0,-9.711276,-11.578829
106387,2.0,-13.520536,-8.196976
3737944,2.0,-18.076956,-8.735923
1768013,2.0,-20.045185,-14.131449
2195448,1.0,-23.068869,-18.118513
1887087,1.0,-17.95707,-13.764515
1848659,1.0,-19.250885,-11.180342
2152514,2.0,-18.10557,-9.150584
2388260,1.0,-19.360182,-6.5902576
1055598,2.0,-13.772565,-14.151228
1013454,2.0,-15.54138,-14.693159
632183,1.0,-17.100063,-12.433575
1704990,2.0,-16.419119,-10.786686
1203499,2.0,-16.733034,-9.638607
3165814,2.0,-16.7307,-8.576446
3238295,2.0,-11.007828,-8.072428
1162593,2.0,-17.65617,-13.073336
3353429,2.0,-12.900649,-7.5146823
2279093,1.0,-20.992222,-14.606573
328603,1.0,-22.371624,-18.12751
2129934,2.0,-13.814819,-8.298024
1701657,1.0,-16.48073,-11.550268
187876,1.0,-15.500459,-11.163477
1951624,2.0,-11.540364,-9.948531
1831793,2.0,-15.241008,-10.152844
2708219,1.0,-14.555259,-7.9557886
3467572,2.0,-13.757344,-9.269834
2991074,1.0,-17.204224,-9.986626
2624614,1.0,-16.497017,-11.247845
2228895,1.0,-23.23063,-14.062904
2213963,1.0,-22.191305,-14.753769
2034049,1.0,-18.151802,-15.200519
851579,2.0,-13.745751,-7.6638756
1523620,2.0,-14.978222,-9.993104
2891671,1.0,-16.480623,-12.521295
2361085,1.0,-22.942114,-18.580008
1878665,2.0,-15.899872,-11.802678
3329697,2.0,-13.101152,-8.035749
811718,2.0,-17.562374,-11.326
368545,2.0,-14.040232,-9.55249
2078766,1.0,-19.921234,-14.145271
2518956,1.0,-20.86808,-13.910828
190472,1.0,-16.685293,-9.649008
3691004,1.0,-18.136692,-10.610603
2865197,2.0,-13.940539,-8.853768
1057556,2.0,-13.513451,-8.802108
575893,1.0,-15.279941,-10.548987
3213064,2.0,-15.507824,-10.578356
2637481,2.0,-14.969412,-9.79784
439652,2.0,-13.928479,-11.809778
2493676,2.0,-13.409742,-8.891953
294437,2.0,-15.377926,-9.381189
323087,2.0,-11.636681,-7.380696
3311751,1.0,-19.61851,-6.383386
308129,1.0,-20.638866,-16.336233
3170724,2.0,-14.2024145,-11.962877
50424,1.0,-18.391937,-16.46411
2632025,1.0,-17.426285,-11.037774
1425369,1.0,-14.672284,-8.742226
3208768,2.0,-16.738346,-10.302825
3583333,2.0,-15.968193,-13.215695
1993881,2.0,-21.281588,-13.351927
3361,1.0,-16.893515,-12.244138
1405282,1.0,-19.364231,-14.052443
159343,1.0,-20.560205,-16.72694
3192327,1.0,-14.107994,-7.624009
2030301,1.0,-22.276106,-19.366898
1773096,2.0,-15.063329,-9.4372635
1011361,2.0,-12.731995,-6.1536217
322992,1.0,-19.720388,-13.2983055
1070007,2.0,-16.154634,-12.150111
2013570,1.0,-25.402458,-18.43687
73933,1.0,-21.679096,-17.383976
1829247,1.0,-22.188232,-21.200773
1547559,2.0,-17.18477,-9.280738
3517070,1.0,-14.97509,-12.778442
217290,1.0,-17.818014,-12.957369
1896896,1.0,-20.038761,-10.2207775
1279606,2.0,-14.981776,-8.100955
437854,2.0,-15.790788,-11.206073
1234131,2.0,-16.468971,-8.935574
1238462,2.0,-11.24723,-8.996462
1043166,2.0,-14.92011,-9.3270645
2327399,1.0,-19.648144,-10.152588
53507,1.0,-20.59128,-15.101269
949636,2.0,-13.8136215,-9.13994
3178404,1.0,-13.629755,-11.337326
187215,1.0,-20.73364,-12.996981
1567791,2.0,-12.697693,-11.674913
105597,1.0,-21.013472,-18.731972
1053510,2.0,-16.399334,-15.095581
3196922,1.0,-16.326674,-10.520806
1908931,1.0,-23.155499,-19.389479
1791407,2.0,-15.466383,-13.243717
1567794,2.0,-13.697681,-10.122948
563654,2.0,-13.317469,-8.618758
2829788,2.0,-17.85021,-12.91299
2176888,1.0,-19.367752,-12.051601
1020958,2.0,-14.91014,-6.891442
532697,2.0,-13.239845,-5.57478
743996,1.0,-20.301197,-12.394877
51522,1.0,-22.937283,-10.975483
3061023,1.0,-12.295533,-8.05039
3000584,2.0,-12.539993,-11.852974
198662,2.0,-16.718689,-11.165544
3083540,2.0,-10.402141,-4.8853106
2755155,1.0,-17.456276,-14.141066
2455073,2.0,-17.298462,-10.975922
2128832,2.0,-18.175007,-10.747671
2431537,1.0,-21.13408,-14.251595
2357816,2.0,-16.839365,-11.8374195
1557562,2.0,-16.949211,-14.9100485
3708323,2.0,-13.024712,-13.519603
3621237,1.0,-14.277115,-11.534834
170590,1.0,-21.182594,-13.812562
2922891,2.0,-15.460257,-15.044664
1286298,2.0,-19.747261,-13.204827
1311817,2.0,-20.261417,-12.330751
3290936,1.0,-20.044468,-14.22986
423380,1.0,-18.618052,-18.325306
1204076,1.0,-16.427645,-12.858955
2266588,1.0,-11.47395,-9.359805
3501304,1.0,-16.557552,-9.159278
2004125,1.0,-19.594273,-15.209693
792821,2.0,-12.285323,-10.207537
2908423,1.0,-15.6732235,-12.188406
2202329,2.0,-14.868988,-8.624998
1017642,2.0,-20.413116,-12.957676
1543766,2.0,-18.835667,-8.265552
1825582,2.0,-17.863739,-13.493653
1526,1.0,-17.551367,-14.116048
2203426,2.0,-13.581041,-10.183384
3577397,2.0,-18.898891,-10.097887
833660,2.0,-11.793978,-8.760194
2310074,2.0,-16.310127,-9.975119
3184119,2.0,-18.869556,-10.1738205
1903545,1.0,-23.664856,-15.40737
382495,1.0,-18.74826,-8.720043
1686716,1.0,-19.57691,-13.569075
2532015,1.0,-19.133396,-15.192214
3438969,1.0,-11.582684,-11.405706
715689,2.0,-15.48526,-11.002168
1998643,1.0,-23.748457,-14.04015
2003285,2.0,-14.770354,-7.793895
3051175,2.0,-15.689453,-9.127445
2480475,2.0,-15.905014,-10.767932
310192,1.0,-14.560001,-7.8728085
3262941,2.0,-15.780621,-10.727581
1342676,2.0,-12.057796,-7.5815296
2956760,2.0,-13.345371,-6.478563
2124840,1.0,-18.819418,-11.839468
552740,2.0,-17.125423,-11.503834
2056785,1.0,-22.887438,-13.456934
282015,1.0,-20.101223,-11.088549
2900653,2.0,-12.78884,-11.080135
2064673,2.0,-18.06424,-9.487463
3509109,2.0,-15.276822,-11.051096
664035,1.0,-23.153053,-10.237967
2266165,1.0,-22.107044,-17.811474
3525291,1.0,-17.650734,-11.79297
3686081,2.0,-16.707874,-8.734973
420463,2.0,-15.605171,-11.427996
3315709,1.0,-16.67517,-11.218449
1092910,2.0,-15.399632,-11.823931
2473849,1.0,-15.807179,-8.766653
2586720,2.0,-13.238092,-9.674494
980502,1.0,-19.452284,-14.434546
4340,2.0,-11.516344,-9.622505
3090569,1.0,-20.73679,-13.807009
1152791,2.0,-14.581619,-9.765017
3446714,2.0,-17.586424,-9.359087
1308954,2.0,-17.52878,-11.404266
1290995,2.0,-11.625346,-10.632341
2019084,1.0,-22.531603,-13.155035
3240170,2.0,-16.510984,-8.064348
3222088,1.0,-16.799366,-10.715232
2745915,2.0,-20.167406,-16.39374
2137791,1.0,-19.732058,-15.780914
1495533,2.0,-15.290365,-9.211821
1506454,2.0,-11.729696,-10.263787
1817990,2.0,-12.436166,-11.353228
139733,2.0,-13.491856,-5.848487
3450698,2.0,-14.966921,-9.274727
2056801,1.0,-20.97488,-16.256573
1976521,1.0,-24.383617,-18.196875
3321710,1.0,-13.280365,-11.099014
315577,1.0,-20.357075,-14.518803
3452339,2.0,-12.68776,-8.431809
1416298,2.0,-21.079487,-10.978994
93432,2.0,-15.811663,-10.133549
3042434,1.0,-14.607959,-11.04808
434677,1.0,-20.458906,-14.026999
3160455,2.0,-13.243737,-8.862535
3323538,2.0,-12.513923,-11.004507
2603547,2.0,-17.819012,-9.458016
2684467,1.0,-16.405706,-9.612893
3231396,1.0,-18.01296,-10.742289
3282985,2.0,-15.021502,-7.854324
3131164,2.0,-13.8376465,-11.881579
7325,1.0,-22.708855,-13.500875
1885837,1.0,-19.426706,-13.008796
2517090,1.0,-21.587027,-16.142761
2645315,2.0,-18.696241,-10.573265
332770,2.0,-18.850471,-13.20014
2973823,2.0,-14.230128,-7.103662
462890,2.0,-12.297759,-6.383897
1478651,2.0,-18.597294,-13.512157
643285,1.0,-20.65802,-13.0675745
3516617,1.0,-18.07615,-13.620972
72251,1.0,-20.602669,-17.475323
2366266,2.0,-14.472527,-8.123698
1888438,2.0,-12.5458145,-7.0572305
2744651,2.0,-15.652074,-8.273961
3113303,2.0,-15.516854,-10.547576
2393429,2.0,-17.860653,-14.438841
3568147,2.0,-14.127351,-13.741907
157181,2.0,-15.088657,-10.087608
2251303,2.0,-11.218886,-7.771309
794059,1.0,-17.178114,-11.780552
2033949,1.0,-16.99666,-11.6126175
2595769,2.0,-17.919138,-10.9100685
590267,2.0,-17.334993,-9.318949
2502061,1.0,-18.991129,-12.989325
1753735,2.0,-16.976263,-15.03076
2108174,2.0,-15.23638,-7.141821
1896910,2.0,-18.299038,-13.259491
3225117,2.0,-12.663192,-10.302059
3039941,2.0,-16.569489,-12.318693
189939,2.0,-13.315767,-7.241201
3454525,2.0,-10.536389,-5.6131544
2680909,2.0,-14.077764,-6.5294905
2756715,1.0,-15.26393,-9.460556
2268772,2.0,-16.338562,-12.478643
3460981,2.0,-13.467044,-7.976734
1923241,2.0,-15.304214,-10.860352
3625920,2.0,-17.719086,-12.961981
1706820,2.0,-15.409894,-8.230492
203004,2.0,-19.86951,-13.045013
