index,deforestation_class,vh_dB,vv_dB
2038396,1.0,-22.668297,-18.042343
589877,2.0,-13.718964,-10.423552
1464086,1.0,-23.155005,-15.572911
1971818,2.0,-19.306044,-10.670282
3451106,2.0,-14.0137825,-8.132053
808374,2.0,-16.628147,-11.217552
202284,2.0,-13.86818,-8.271509
1247144,2.0,-13.620958,-9.947061
2356715,2.0,-19.015318,-9.951399
1731972,2.0,-19.335743,-8.581205
715360,2.0,-15.592236,-8.240682
3181204,2.0,-13.70513,-12.744866
1518506,2.0,-17.177004,-14.130011
1713738,2.0,-14.890409,-11.281768
3635840,2.0,-16.039509,-6.1175356
1965307,1.0,-16.570078,-14.538531
152046,1.0,-14.730303,-13.902215
3182512,1.0,-9.25671,-5.5963383
2793593,2.0,-15.05118,-11.570162
1949674,2.0,-18.003706,-14.86876
216713,2.0,-16.9399,-7.6284857
3688299,1.0,-16.979319,-9.244868
2145653,2.0,-17.1328,-8.347386
3457267,2.0,-14.328089,-7.553092
1974890,1.0,-19.189816,-14.814729
652469,2.0,-15.781315,-10.510143
1107091,2.0,-16.079096,-10.519325
592146,2.0,-12.940421,-6.4136295
2601667,2.0,-10.999824,-7.577519
3527509,2.0,-22.54735,-10.985842
2046498,1.0,-21.456379,-12.078828
1238055,2.0,-16.746546,-5.4253464
2069210,1.0,-19.298237,-9.743852
114712,1.0,-18.42005,-12.3164
181595,1.0,-21.178503,-20.072372
1580146,1.0,-18.14616,-16.004295
2033383,2.0,-15.306562,-9.589251
3350715,2.0,-15.499736,-10.105133
2985894,2.0,-16.026102,-9.136337
1903509,1.0,-22.57652,-17.35791
3644640,2.0,-17.405525,-11.407355
1906473,2.0,-16.16607,-10.468298
2621035,1.0,-21.354797,-17.12062
3298444,2.0,-15.3713045,-8.864062
3703133,2.0,-14.606678,-9.08694
3485401,2.0,-23.588,-17.119473
2642042,2.0,-17.578892,-5.8883343
720355,2.0,-16.335403,-14.8799515
2079612,1.0,-18.642378,-14.174049
3637656,1.0,-21.073944,-14.4318
3302269,1.0,-15.823414,-9.4711075
2910214,2.0,-13.257321,-12.764759
2937672,2.0,-16.874434,-6.784526
3572943,1.0,-17.94031,-10.138212
2503373,2.0,-16.872694,-7.1147065
1553593,2.0,-14.272884,-8.862508
2059154,2.0,-15.043385,-9.231767
2089051,1.0,-18.65364,-11.310111
348518,2.0,-12.866839,-8.305786
1507974,1.0,-17.891922,-12.228442
802937,2.0,-19.708605,-10.892773
890153,2.0,-13.713936,-11.181599
3247202,2.0,-14.970502,-13.206717
3693163,2.0,-12.612242,-9.794374
252412,1.0,-22.215763,-14.258231
2065066,1.0,-18.21455,-7.515106
1915512,1.0,-14.62384,-7.986128
1978373,1.0,-22.191753,-16.51778
3602180,2.0,-15.014198,-6.404214
783302,1.0,-18.202854,-14.049152
1221504,2.0,-12.996748,-6.0582247
756590,2.0,-13.674168,-14.412569
3565613,2.0,-14.4116745,-12.032412
656670,2.0,-16.308432,-10.108756
216912,1.0,-16.469078,-14.342815
910284,2.0,-13.032646,-5.989568
2957543,1.0,-16.0296,-14.001044
579248,2.0,-12.846952,-5.5284014
2122952,1.0,-18.241001,-15.924952
2436832,2.0,-19.254644,-11.159153
740313,2.0,-17.097935,-17.873215
2941367,2.0,-18.213943,-9.402777
338010,2.0,-14.701958,-6.9630146
3388594,1.0,-13.744407,-11.363642
2706520,1.0,-17.991953,-9.705446
3505472,2.0,-14.395846,-8.809717
596768,1.0,-18.014982,-14.346042
3146435,2.0,-16.383995,-8.2421255
1936234,1.0,-16.316559,-13.623485
1877980,1.0,-22.710972,-17.59642
849996,1.0,-18.771269,-12.698006
2553997,1.0,-16.487438,-7.7216363
326783,2.0,-16.410807,-5.246802
160072,1.0,-19.556202,-14.356707
486528,2.0,-17.1922,-7.3850517
194000,2.0,-16.874914,-9.321276
223170,1.0,-16.884201,-10.153447
1062639,2.0,-13.452114,-11.188068
607955,1.0,-17.503187,-14.474285
2187795,1.0,-18.434946,-16.576534
434059,2.0,-18.97681,-14.457264
3200762,1.0,-15.959674,-10.812341
1019698,2.0,-15.808716,-10.386538
2451936,2.0,-17.744455,-13.610395
169091,2.0,-19.27137,-12.424536
1142383,2.0,-22.092491,-14.917841
1689156,2.0,-17.477821,-9.415298
2058381,1.0,-23.328262,-14.900133
2576669,1.0,-17.791122,-14.330672
2959748,2.0,-13.893519,-7.293866
1619289,2.0,-16.687077,-7.1888857
2337743,2.0,-14.918436,-10.803759
1242173,2.0,-11.164311,-8.274602
2422696,2.0,-14.201945,-10.578374
3546147,2.0,-13.37929,-10.2366905
1390729,2.0,-15.011059,-9.204047
1778956,1.0,-15.914869,-9.404017
567249,2.0,-17.506334,-11.077496
2163879,1.0,-21.734459,-14.780093
2826025,1.0,-14.185157,-6.3826346
1978464,1.0,-20.45024,-13.190745
280114,1.0,-18.201412,-13.937297
1313153,2.0,-13.440436,-13.46353
2424745,2.0,-12.370778,-13.004779
2397710,1.0,-18.302794,-8.582432
1987725,1.0,-23.99377,-20.11913
1422399,2.0,-12.015485,-6.4716606
3626325,2.0,-19.873955,-14.285594
1965631,1.0,-17.362463,-12.109856
3266148,2.0,-16.069773,-11.650257
1976407,1.0,-17.332455,-10.714854
670434,2.0,-13.002486,-5.2753806
183319,1.0,-17.711834,-13.007678
2250795,2.0,-18.97063,-12.695246
1263609,2.0,-14.298731,-9.511495
1354590,2.0,-12.282853,-9.4175825
3122324,2.0,-10.838982,-5.697677
2057981,1.0,-21.38742,-15.372232
3145515,2.0,-13.571349,-7.9848557
489551,2.0,-14.76713,-10.398816
3695734,1.0,-18.717506,-9.093553
3600847,1.0,-15.717139,-11.167842
2587915,1.0,-18.391874,-16.377308
161827,1.0,-22.07703,-14.383768
952605,1.0,-19.976557,-15.911579
2356570,2.0,-15.502729,-9.629044
3551998,2.0,-18.175114,-10.15403
2055693,2.0,-12.547264,-11.58457
2067242,1.0,-23.019907,-16.332146
3587165,1.0,-16.809986,-10.547382
2257180,2.0,-12.738058,-8.936256
1877546,2.0,-16.992756,-13.794191
134219,2.0,-12.9447975,-11.530992
2280961,1.0,-16.517975,-12.745232
3048343,2.0,-17.04386,-11.267743
466340,2.0,-22.792046,-8.543832
161318,1.0,-17.553747,-10.787685
2269217,2.0,-15.816756,-11.972308
409095,2.0,-16.019972,-11.559123
101826,1.0,-22.25586,-12.043783
1076866,2.0,-19.364006,-8.226775
141386,2.0,-18.520233,-7.876814
224364,1.0,-26.466965,-13.465918
3410929,1.0,-22.48432,-13.438612
1980230,1.0,-26.410515,-19.194962
1642925,2.0,-15.888008,-8.805243
624723,1.0,-18.3279,-15.217632
338188,2.0,-15.296391,-15.118452
2736769,2.0,-14.561029,-12.021485
438330,2.0,-15.353204,-11.835287
3457207,2.0,-14.598814,-6.55994
2011626,1.0,-20.463722,-9.383311
2978951,1.0,-18.80455,-14.618303
316139,2.0,-15.864301,-13.9619465
406859,1.0,-21.175148,-14.7750845
942193,2.0,-14.332948,-9.46785
788852,2.0,-17.013983,-10.4087105
2611986,1.0,-18.91476,-12.877307
3614691,1.0,-19.109802,-11.275324
2917447,2.0,-16.555283,-7.743208
598966,2.0,-15.477165,-6.069253
3494242,2.0,-15.435805,-13.204707
307892,1.0,-19.84922,-11.064932
1357890,2.0,-18.666124,-9.027992
2410640,1.0,-17.079857,-7.9965634
72293,1.0,-16.554537,-13.191877
2087916,2.0,-15.049697,-10.235954
1192546,2.0,-15.183588,-7.299531
3313894,1.0,-12.856871,-11.051119
1104124,2.0,-13.120478,-7.683065
3628910,1.0,-17.824257,-14.612441
96168,1.0,-16.834906,-11.114456
3434787,1.0,-19.12359,-11.22652
2764687,2.0,-19.062746,-17.32466
267019,1.0,-18.668053,-11.947089
2306913,1.0,-19.311,-12.327271
3312218,2.0,-11.5774765,-7.3690844
2835509,2.0,-13.910966,-8.400706
2913302,2.0,-15.166055,-10.2291
2539287,1.0,-18.211575,-14.389275
230587,2.0,-15.1574745,-11.16531
1978441,1.0,-20.683496,-10.974722
2142377,1.0,-18.559784,-12.812014
14648,1.0,-19.028992,-15.411787
134384,2.0,-14.702911,-13.384031
2080874,1.0,-16.964638,-11.770115
181195,1.0,-16.374952,-8.765234
2019002,1.0,-18.286758,-9.796595
2998517,1.0,-17.892,-10.02836
3018367,2.0,-23.103436,-17.304157
1077209,2.0,-17.138165,-11.172676
2846860,2.0,-16.076643,-8.800567
679878,2.0,-17.439823,-12.064024
2251270,1.0,-24.291267,-16.660715
2062107,1.0,-16.792776,-13.350576
2508673,2.0,-15.453161,-7.007223
2447985,2.0,-19.108007,-10.0448265
1569283,2.0,-12.527429,-7.164083
3446940,2.0,-14.780358,-8.060715
3421729,1.0,-20.7111,-16.57408
2256598,1.0,-18.338818,-12.957243
2215914,1.0,-19.856821,-15.123789
3263293,2.0,-13.622328,-7.3998666
183512,1.0,-14.2414465,-9.146574
3378518,2.0,-15.137571,-11.003675
3727531,1.0,-12.318836,-3.7075114
1828048,2.0,-9.401692,-4.419301
1371258,1.0,-19.249023,-11.418672
2471999,1.0,-13.958154,-13.335872
3470186,2.0,-13.915686,-9.461917
558669,2.0,-14.936811,-8.121022
690114,1.0,-17.714378,-12.897796
2196492,2.0,-15.5673895,-6.065321
1385541,2.0,-13.22085,-7.6037498
1775905,2.0,-12.462633,-7.957318
1936948,2.0,-14.285626,-12.709012
1441466,2.0,-19.082268,-7.109299
3176170,2.0,-15.659333,-10.165674
550277,2.0,-20.330439,-16.105902
2039413,1.0,-20.160656,-14.061268
1434675,1.0,-16.023903,-11.783901
3649565,2.0,-15.94316,-12.638326
2527395,2.0,-13.752325,-11.403164
1020371,2.0,-14.439915,-5.991308
2855777,2.0,-13.204138,-10.039478
3481760,1.0,-11.87214,-6.714903
2440155,2.0,-18.444574,-9.635898
2472998,2.0,-13.182196,-9.980276
1926981,1.0,-21.490139,-15.333825
2010707,2.0,-17.587833,-16.078833
224559,2.0,-14.914645,-8.999102
2567037,2.0,-16.08473,-12.214787
1645214,2.0,-13.8326025,-10.177621
1970011,1.0,-20.021055,-14.315581
3028317,2.0,-15.726925,-11.466374
1391286,2.0,-14.643129,-12.9442835
2251412,2.0,-13.108903,-4.3736143
940708,2.0,-13.244596,-9.106613
425462,1.0,-20.86403,-14.086119
1622962,1.0,-16.772202,-12.162408
3593638,1.0,-13.546515,-3.2789385
2492371,2.0,-15.958334,-10.0199585
3703600,2.0,-16.63636,-10.1461115
455483,2.0,-11.107215,-5.2813406
2114284,1.0,-18.605278,-14.916959
944851,2.0,-15.419826,-16.046097
1630289,2.0,-18.69426,-13.053063
2315596,2.0,-18.65389,-13.953783
3002807,2.0,-15.070896,-12.851427
3516610,1.0,-17.73225,-14.045454
343456,1.0,-20.960316,-13.930553
926536,2.0,-15.385714,-11.494993
1811463,1.0,-19.65036,-10.401342
406816,1.0,-18.151108,-11.689796
2379136,1.0,-13.871274,-7.4096704
854413,2.0,-18.042429,-11.453046
508591,2.0,-16.220768,-13.453115
803105,2.0,-14.939641,-9.13936
120390,1.0,-20.886553,-13.154322
719111,2.0,-10.519929,-4.6140265
1163559,1.0,-15.489523,-15.029098
1075416,2.0,-16.686602,-12.411202
1988541,2.0,-18.558277,-14.830556
3236448,2.0,-10.903033,-7.553604
3748788,2.0,-16.78773,-12.031977
2218350,2.0,-14.964939,-10.27796
2459367,1.0,-19.54987,-13.869672
646432,2.0,-13.767786,-8.594223
1847857,2.0,-15.844613,-10.019812
2917354,1.0,-15.055044,-8.535063
1124438,2.0,-15.013088,-9.711859
3053130,1.0,-19.783886,-13.265887
451099,2.0,-16.001097,-14.304152
2069203,1.0,-20.322037,-17.82338
319317,1.0,-14.24326,-9.720259
263763,2.0,-11.114143,-10.02475
397380,1.0,-14.995188,-11.325816
3489840,2.0,-13.952583,-9.651758
360133,2.0,-16.427027,-10.088194
2655330,2.0,-14.26195,-9.1623535
1041154,2.0,-15.877868,-13.475623
127847,1.0,-22.572039,-15.932806
844549,1.0,-23.261507,-12.620994
276529,2.0,-16.88545,-11.988425
2571461,2.0,-14.242573,-11.221996
135869,1.0,-20.52128,-13.256703
1200043,2.0,-15.085792,-10.371504
413453,2.0,-13.4374695,-10.805469
20961,2.0,-15.526362,-9.724637
362549,2.0,-12.781329,-6.306404
2119988,2.0,-11.67802,-7.945114
1778059,2.0,-12.675887,-11.840494
2301201,2.0,-15.438523,-6.596093
3409156,1.0,-15.084225,-10.218403
291472,2.0,-18.050869,-10.113335
2709432,2.0,-14.996444,-12.895723
2362267,2.0,-15.583285,-8.303041
106023,2.0,-16.384867,-13.564774
1433946,2.0,-15.376101,-12.874042
1923964,2.0,-16.688301,-11.055427
1656795,2.0,-15.987538,-11.021899
3023788,1.0,-16.968369,-11.6474285
1541885,2.0,-16.43028,-10.025621
2320941,2.0,-13.982018,-11.781509
3063374,2.0,-13.1112175,-8.179732
1054986,2.0,-16.33245,-13.537593
941311,1.0,-18.625063,-13.027721
1340720,2.0,-19.8369,-14.901745
292621,2.0,-15.961138,-7.1285586
1039087,2.0,-15.929991,-9.492673
3306801,2.0,-19.892847,-11.765678
138909,1.0,-21.869251,-16.57922
994377,2.0,-20.796144,-10.615005
2048844,1.0,-22.112953,-11.918627
1033841,2.0,-12.8118515,-8.154265
2367002,2.0,-18.370598,-11.875869
2567299,1.0,-18.44254,-14.719714
181554,1.0,-22.10646,-12.313234
1992068,1.0,-20.73305,-14.576502
3047080,2.0,-14.546342,-9.373179
2152723,1.0,-21.136744,-19.132349
1369543,2.0,-19.465097,-12.454817
1599095,1.0,-16.044476,-13.812305
849791,1.0,-16.500221,-10.516356
3016694,2.0,-14.979848,-12.157592
2864993,1.0,-16.532219,-15.225478
1303505,2.0,-15.292255,-8.947204
784871,1.0,-21.118364,-18.212227
2586615,2.0,-15.970048,-10.529595
356674,2.0,-14.984571,-10.154396
2172354,2.0,-16.22237,-13.145084
3330952,1.0,-19.67629,-9.708921
3653126,1.0,-15.714421,-6.622774
2952384,1.0,-17.424747,-9.586655
3164293,2.0,-13.013009,-9.055256
2069824,1.0,-19.418184,-13.734227
2929219,2.0,-17.002447,-11.509939
205639,1.0,-21.0345,-13.943268
3402896,1.0,-18.709911,-10.747494
2942937,2.0,-12.806454,-11.777815
1106202,2.0,-15.6978,-12.306236
2414589,2.0,-12.713261,-8.016613
2019246,1.0,-18.649687,-17.148365
3382641,2.0,-19.132387,-12.162825
3426209,2.0,-14.171858,-5.9836764
1563436,1.0,-17.822935,-12.116947
3237007,1.0,-19.058016,-7.2574005
3025589,2.0,-12.943413,-11.273442
236221,2.0,-13.807253,-8.615948
689466,2.0,-10.843391,-8.83157
3665058,2.0,-16.794401,-8.431321
990629,2.0,-11.36009,-5.6091924
721747,1.0,-21.874546,-17.14904
3712100,2.0,-17.30998,-9.646126
57013,2.0,-17.781452,-15.476465
1925594,2.0,-14.086718,-10.221186
1521014,1.0,-15.819925,-10.843059
3438911,1.0,-14.224185,-9.637316
593742,2.0,-16.798035,-11.974461
53751,1.0,-16.409018,-11.230683
233065,1.0,-20.17597,-12.648578
109242,1.0,-19.973192,-12.747363
3536471,2.0,-15.942207,-9.871983
3723600,1.0,-16.934135,-13.240939
1726617,2.0,-15.224036,-9.291251
1027468,2.0,-17.413744,-11.208483
2515085,1.0,-19.016163,-12.256842
3076578,2.0,-14.768857,-10.919681
3619044,1.0,-19.141268,-12.17919
2621122,1.0,-16.553194,-12.47198
1756784,2.0,-14.967465,-10.571905
1440241,1.0,-18.728909,-6.900196
3395933,2.0,-12.444443,-8.718429
2779556,2.0,-15.961839,-8.2478695
291407,1.0,-20.05234,-15.017843
2602793,2.0,-16.440275,-9.3317375
1029608,1.0,-17.103306,-13.318533
3146478,2.0,-14.397183,-13.303209
3656073,2.0,-13.039194,-10.644821
1442347,2.0,-18.43477,-12.521953
2881696,1.0,-18.480715,-12.253638
1511728,1.0,-23.060513,-16.055798
2412683,2.0,-14.976576,-13.105916
1548695,2.0,-16.646673,-9.165695
905800,1.0,-19.609747,-15.900893
3399753,1.0,-16.582836,-15.010289
3278526,1.0,-21.439934,-14.808892
2072479,1.0,-16.600515,-12.7433605
237781,2.0,-16.64075,-12.896031
3042066,2.0,-16.12117,-10.176542
987743,2.0,-15.846828,-12.34868
3645979,2.0,-15.585831,-7.937718
2320057,2.0,-13.442445,-11.963464
3384445,2.0,-16.363123,-12.215679
3136021,2.0,-14.868884,-10.004073
1775781,1.0,-16.284977,-15.3283205
3562988,1.0,-20.451607,-13.018524
1948756,1.0,-15.135878,-9.505278
1632537,2.0,-14.269632,-10.978292
1238807,2.0,-13.49846,-13.880064
3319927,1.0,-12.117024,-8.019776
2708514,2.0,-17.902237,-15.221053
1781742,1.0,-18.076128,-11.514354
2563992,1.0,-18.257273,-13.029952
231815,1.0,-21.422586,-17.463291
289833,1.0,-17.294765,-12.12482
3478237,2.0,-13.697285,-8.343448
789699,2.0,-15.769405,-10.667416
43893,2.0,-16.783125,-12.689045
2011919,1.0,-17.53715,-11.291925
760329,2.0,-12.485143,-10.652484
1307110,2.0,-11.189026,-7.7663345
1887015,1.0,-15.500433,-12.322993
3120294,2.0,-13.006695,-8.041728
2516765,2.0,-16.492283,-9.527548
1104052,2.0,-13.034587,-7.382372
2931508,2.0,-14.84158,-6.403145
1549122,2.0,-13.453033,-8.249938
617434,2.0,-13.462691,-17.061367
163019,2.0,-17.28998,-16.229641
989348,2.0,-17.327564,-14.477184
674966,1.0,-16.454338,-11.260692
2046051,2.0,-15.565765,-7.619524
3021923,1.0,-16.662994,-10.849325
1705135,2.0,-14.009642,-8.596591
1099183,2.0,-10.694506,-6.2698946
1954512,1.0,-13.933247,-8.030203
2339103,2.0,-12.221912,-8.197264
762574,1.0,-17.750996,-14.1020975
3495012,2.0,-16.976467,-9.319653
3415856,2.0,-18.84925,-12.290515
2375100,2.0,-13.953986,-11.344448
96148,1.0,-23.127977,-17.391018
1419163,1.0,-21.340368,-11.139459
3291974,1.0,-13.284033,-8.545719
211734,1.0,-19.59621,-12.399421
2190973,2.0,-19.323101,-12.832999
3293253,2.0,-14.136599,-10.888077
169322,1.0,-13.723526,-10.890257
88424,2.0,-19.791338,-11.273481
46231,1.0,-21.92713,-18.344124
2365539,2.0,-15.591306,-16.494673
2980806,2.0,-16.23491,-13.654094
1743788,1.0,-21.936337,-14.653071
3748728,2.0,-15.847338,-10.277006
2268529,2.0,-11.500157,-10.467447
844203,1.0,-19.47984,-11.684257
2347802,2.0,-18.812521,-15.509435
2450243,2.0,-19.30716,-12.9355755
70235,1.0,-22.924854,-14.342127
1537117,1.0,-23.735535,-14.177238
3010969,2.0,-13.244743,-7.888916
3336190,2.0,-15.130028,-11.000954
626495,1.0,-19.869768,-15.351196
1892341,1.0,-22.889748,-11.421516
1639362,1.0,-20.299671,-16.620409
3323519,1.0,-16.862879,-11.997028
212443,2.0,-14.97074,-10.4541445
1021584,2.0,-13.427685,-12.381218
3410971,1.0,-17.240606,-8.560863
3516782,1.0,-17.367056,-12.225763
1471789,2.0,-16.861464,-12.423676
3140558,2.0,-12.138832,-14.072509
2914397,2.0,-14.779722,-8.92296
3604445,2.0,-11.192769,-8.052914
2832940,1.0,-15.727769,-10.814951
392013,2.0,-11.263817,-5.75093
3403531,1.0,-15.485462,-9.839861
705326,1.0,-17.352165,-14.36728
660057,1.0,-20.977251,-9.453112
2545289,2.0,-16.56225,-10.934695
1818867,1.0,-18.177864,-13.21583
142707,1.0,-17.140814,-13.671789
1010498,2.0,-15.218472,-6.757531
2099555,2.0,-13.875588,-8.153731
2550376,1.0,-14.779783,-10.332716
2114875,1.0,-20.555792,-10.433679
3470,1.0,-21.072176,-13.775305
40360,1.0,-19.970009,-16.286175
2000254,2.0,-15.606632,-16.319788
625348,1.0,-15.310115,-12.156793
2027236,1.0,-16.66248,-13.484464
3211702,2.0,-16.00005,-8.309382
3553637,1.0,-17.266375,-10.789797
103332,2.0,-17.334581,-13.754582
1130152,2.0,-14.439715,-10.085216
591138,1.0,-14.398288,-10.824347
1511829,1.0,-17.370304,-14.238223
1443336,2.0,-15.429876,-9.878242
1044741,2.0,-16.871513,-8.591653
1585934,2.0,-17.949347,-15.919648
2113490,1.0,-20.342258,-10.637698
3735495,2.0,-14.326477,-6.517254
2450004,2.0,-14.550725,-9.761602
2377111,2.0,-12.66356,-8.061177
558255,2.0,-14.348927,-10.037021
2063453,1.0,-20.064802,-12.405048
2470080,1.0,-14.746394,-12.564762
2519131,2.0,-16.884586,-10.693691
393848,1.0,-23.085306,-17.035187
2130356,1.0,-14.674332,-11.298967
509195,2.0,-16.40188,-15.234851
954469,1.0,-19.578732,-12.476716
1554138,1.0,-19.482178,-10.15072
2184054,1.0,-22.126902,-15.590705
3747733,1.0,-16.180756,-9.878897
1216851,2.0,-16.408974,-8.868639
1974663,1.0,-24.86586,-17.74215
2846205,1.0,-17.751183,-14.527278
2292193,1.0,-19.287651,-18.841805
2230742,1.0,-22.801098,-16.363413
143010,1.0,-19.23879,-11.765564
1258527,2.0,-13.451924,-10.76242
3393482,2.0,-18.642551,-7.598288
799781,2.0,-16.568024,-13.630837
2227031,1.0,-21.090439,-13.608898
1981297,2.0,-15.356631,-10.832033
2732088,2.0,-13.721579,-6.7668743
2466113,2.0,-12.671781,-10.674507
607850,1.0,-24.302576,-13.777531
802314,2.0,-11.396252,-12.885455
164895,1.0,-16.045643,-8.568677
1942920,2.0,-11.355181,-9.69434
2056008,1.0,-24.170128,-15.49892
2243851,2.0,-17.123444,-10.938745
1995375,1.0,-18.45389,-11.493249
857724,2.0,-12.779435,-8.978021
696950,2.0,-16.873331,-11.64277
1999061,1.0,-16.74746,-8.404075
1468939,1.0,-19.66729,-20.90139
3245606,2.0,-15.497448,-6.4994473
330383,1.0,-17.453304,-8.737729
1276638,2.0,-14.226797,-10.93858
2868458,2.0,-17.453114,-12.054483
1364298,2.0,-16.745329,-13.124171
3623804,2.0,-17.37693,-8.563494
625373,2.0,-17.581154,-13.045713
1844954,1.0,-16.197992,-15.486512
49847,1.0,-18.112375,-14.49856
3237878,2.0,-15.385086,-11.025873
72062,1.0,-20.021255,-17.537655
354551,2.0,-17.084393,-14.20282
1418147,1.0,-15.043299,-15.854937
2015629,1.0,-15.94673,-11.607323
1351183,2.0,-17.647615,-9.577638
2340981,2.0,-14.623375,-8.095612
2095045,1.0,-18.86183,-12.516642
320246,2.0,-14.71928,-9.615986
359364,2.0,-12.164368,-9.612177
2903919,2.0,-18.174803,-10.890522
2583922,1.0,-25.895731,-16.66939
3291505,1.0,-19.416046,-12.255363
103627,1.0,-23.222599,-17.328209
473881,1.0,-18.376911,-11.887053
249866,2.0,-14.905533,-11.627224
672860,2.0,-17.98364,-9.63437
362072,1.0,-20.989292,-15.382893
122291,1.0,-20.556429,-14.9097805
56158,2.0,-17.005484,-13.009649
124146,1.0,-22.50138,-13.225812
2035722,1.0,-21.436451,-12.518103
3117293,2.0,-16.41002,-13.427421
2210497,2.0,-18.632933,-14.1399145
1130953,2.0,-14.221447,-8.924723
64100,1.0,-20.82881,-15.956486
859464,2.0,-13.859718,-10.449621
279371,2.0,-11.719083,-11.230302
3360682,1.0,-16.368553,-10.573248
1674358,2.0,-19.903734,-11.7416115
1452756,2.0,-16.259537,-9.920806
2163273,1.0,-16.102314,-12.464031
2084681,2.0,-17.115623,-10.766188
2995787,2.0,-7.620774,-9.052378
2699718,2.0,-14.195116,-8.656748
2142824,1.0,-21.800259,-8.87862
3323144,1.0,-20.800247,-14.767195
1372466,2.0,-17.018133,-11.584901
2699335,1.0,-18.525463,-12.542326
767076,2.0,-16.35634,-5.230689
3664326,2.0,-14.522249,-8.947748
2401657,2.0,-16.06761,-12.821346
2967208,1.0,-17.518764,-11.559758
2587474,1.0,-15.128369,-10.963869
1035185,1.0,-16.17491,-13.109718
1418688,2.0,-14.088626,-8.344999
993179,2.0,-15.507973,-12.083225
282857,2.0,-13.596792,-11.486045
1362366,2.0,-10.612022,-2.8425312
112994,1.0,-20.390682,-19.052608
1222240,2.0,-15.100922,-8.348643
288607,2.0,-14.070194,-9.769208
2675705,2.0,-12.800566,-7.2834644
2488451,1.0,-13.010421,-11.681977
317086,2.0,-17.313965,-10.534126
182617,2.0,-19.075022,-11.260437
1491301,1.0,-17.112844,-14.441793
1384390,1.0,-17.931889,-10.60977
3069055,2.0,-17.856594,-10.895785
1010419,2.0,-13.393207,-11.212045
2030403,1.0,-16.913166,-13.688694
1072003,2.0,-19.268476,-9.587034
2654271,2.0,-15.031384,-15.324514
3087171,2.0,-17.811787,-15.7633705
2816511,2.0,-16.74609,-16.176767
2469957,2.0,-15.167219,-8.344668
207336,2.0,-17.365559,-16.13857
3711699,2.0,-16.26307,-8.456889
1003160,2.0,-10.998514,-7.1633253
1509894,1.0,-19.93798,-12.721212
3598052,2.0,-16.598228,-8.936987
1836536,1.0,-14.679375,-5.239534
2819981,1.0,-17.12169,-8.478465
2467542,2.0,-12.4261,-12.721673
3573861,2.0,-13.351557,-7.832382
863973,2.0,-12.506647,-3.880373
3466813,1.0,-16.545053,-12.251905
1864580,2.0,-12.798123,-11.117529
3138103,2.0,-13.729199,-13.507066
2287455,2.0,-14.537325,-5.9946704
1399045,2.0,-16.96632,-12.307359
1817008,1.0,-19.241598,-14.914533
2649918,2.0,-11.807519,-6.427942
2569170,1.0,-18.354261,-10.764371
3434348,2.0,-18.11176,-12.864408
211218,1.0,-18.434088,-18.016724
2570435,2.0,-11.865107,-12.249093
260618,1.0,-19.163746,-14.774181
2263313,2.0,-15.308264,-13.517699
1942970,2.0,-14.587708,-9.842398
1275394,2.0,-19.9336,-15.003959
1270869,2.0,-11.250856,-9.8789425
2729015,1.0,-17.7168,-11.175905
499518,2.0,-13.247456,-11.775591
507571,2.0,-15.642332,-12.859088
1510354,2.0,-19.78647,-12.635628
2116876,1.0,-19.674923,-12.31873
1138489,2.0,-12.445923,-10.752897
2756682,1.0,-14.104219,-4.18747
457077,1.0,-17.841648,-12.024302
2389323,2.0,-14.840297,-13.025179
3546223,1.0,-18.614079,-9.976479
1580902,2.0,-14.639121,-12.623604
2569847,2.0,-14.350003,-11.0584545
211999,1.0,-19.072922,-8.016438
57463,1.0,-16.434036,-10.480093
2206794,2.0,-15.978992,-12.217957
3120307,2.0,-16.482313,-10.763039
445000,2.0,-18.788078,-13.17349
576209,2.0,-16.249088,-11.657213
2481534,1.0,-17.657457,-12.25463
1780342,2.0,-17.70074,-7.298628
231899,1.0,-18.650612,-15.88326
2749519,1.0,-14.277573,-10.8447
2292213,1.0,-22.983269,-17.25729
1745299,1.0,-18.614777,-15.469992
3453722,1.0,-17.934479,-12.052113
3451128,2.0,-15.944996,-8.909533
1989642,1.0,-17.946737,-16.408918
3667062,2.0,-18.16856,-14.478195
1474071,1.0,-19.211246,-12.9375725
1364742,2.0,-15.211828,-10.621129
2388704,1.0,-16.36304,-13.963942
340697,2.0,-19.425299,-9.604517
1654194,2.0,-15.238667,-10.315601
2624868,1.0,-22.494911,-16.06831
1319223,1.0,-15.02757,-10.03401
3615575,2.0,-13.207588,-7.741878
2083453,2.0,-15.637903,-12.397374
3296888,1.0,-18.808277,-10.840083
729861,2.0,-13.649269,-9.724592
3568361,2.0,-17.446487,-8.386475
1229902,2.0,-17.810068,-8.965179
2108865,2.0,-14.817234,-12.625526
3694217,2.0,-13.511439,-9.548567
567750,2.0,-15.205145,-13.821459
3233609,2.0,-13.545462,-10.355244
1817068,1.0,-18.691456,-14.69515
1907143,1.0,-21.494312,-14.75625
2704976,2.0,-13.227331,-8.272803
3598331,1.0,-18.843824,-11.962675
3611604,1.0,-18.561846,-17.684837
771850,2.0,-15.924536,-13.41928
680528,1.0,-19.544262,-13.309675
1729804,1.0,-17.824203,-12.072164
559894,2.0,-16.859386,-10.373045
